a,b,seed,score_a
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20011,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20012,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20013,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20014,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20017,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20019,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20020,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20021,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20023,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20024,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20025,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20026,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20027,0.75
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s3-b300-a1.00,20029,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20000,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20001,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20002,0.75
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20003,0.75
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20005,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20006,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20007,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20008,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20009,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20010,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20011,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20012,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20013,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20014,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20019,0.25
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20020,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20021,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20023,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20024,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20025,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20026,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s4-b300-a1.00,20029,0.25
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20000,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20001,0.25
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20002,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20003,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20005,0.25
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20006,0.25
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20007,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20008,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20009,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20010,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20011,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20012,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20013,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20014,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20019,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20020,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20021,0.25
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20023,0.75
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20024,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20025,1.0
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20026,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s5-b300-a1.00,20029,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20000,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20001,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20002,0.75
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20003,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20005,0.25
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20006,0.25
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20007,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20008,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20009,0.25
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20010,1.0
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20011,0.75
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20012,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20013,0.75
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20014,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20019,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20020,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20021,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20023,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20024,0.25
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20025,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20026,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s6-b300-a1.00,20029,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20000,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20001,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20002,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20003,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20005,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20006,0.25
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20007,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20008,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20009,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20010,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20011,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20012,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20013,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20014,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20016,0.25
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20019,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20020,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20021,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20023,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20024,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20025,0.75
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20026,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s7-b300-a1.00,20029,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20000,0.75
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20001,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20002,1.0
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20003,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20005,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20006,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20007,0.25
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20008,0.75
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20009,0.25
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20010,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20011,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20012,0.25
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20013,0.75
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20014,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20015,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20018,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20019,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20020,0.75
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20021,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20023,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20024,0.25
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20025,0.75
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20026,0.25
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s8-b300-a1.00,20029,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20000,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20001,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20002,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20003,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20004,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20005,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20006,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20007,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20008,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20009,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20010,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20011,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20012,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20013,1.0
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20014,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20015,1.0
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20016,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20017,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20018,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20019,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20020,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20021,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20022,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20023,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20024,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20025,0.75
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20026,0.25
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20027,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20028,0.5
RL-s12-b300-a1.00,RL-s9-b300-a1.00,20029,0.25
RL-s12-b300-a1.00,BTO-s0-b300,20000,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20001,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20002,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20003,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20004,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20005,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20006,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20007,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20008,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20009,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20010,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20011,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20012,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20013,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20014,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20015,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20016,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20017,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20018,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20019,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20020,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20021,0.5
RL-s12-b300-a1.00,BTO-s0-b300,20022,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20023,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20024,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20025,1.0
RL-s12-b300-a1.00,BTO-s0-b300,20026,0.25
RL-s12-b300-a1.00,BTO-s0-b300,20027,0.75
RL-s12-b300-a1.00,BTO-s0-b300,20028,0.0
RL-s12-b300-a1.00,BTO-s0-b300,20029,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20000,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20001,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20002,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20003,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20004,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20005,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20006,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20007,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20008,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20009,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20010,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20011,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20012,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20013,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20014,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20015,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20016,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20017,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20018,0.25
RL-s12-b300-a1.00,BTO-s1-b300,20019,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20020,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20021,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20022,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20023,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20024,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20025,1.0
RL-s12-b300-a1.00,BTO-s1-b300,20026,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20027,0.75
RL-s12-b300-a1.00,BTO-s1-b300,20028,0.5
RL-s12-b300-a1.00,BTO-s1-b300,20029,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20000,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20001,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20002,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20003,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20004,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20005,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20006,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20007,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20008,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20009,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20010,0.25
RL-s12-b300-a1.00,BTO-s2-b300,20011,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20012,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20013,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20014,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20015,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20016,0.25
RL-s12-b300-a1.00,BTO-s2-b300,20017,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20018,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20019,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20020,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20021,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20022,0.0
RL-s12-b300-a1.00,BTO-s2-b300,20023,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20024,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20025,1.0
RL-s12-b300-a1.00,BTO-s2-b300,20026,0.5
RL-s12-b300-a1.00,BTO-s2-b300,20027,0.75
RL-s12-b300-a1.00,BTO-s2-b300,20028,0.0
RL-s12-b300-a1.00,BTO-s2-b300,20029,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20000,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20001,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20002,0.75
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20003,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20004,0.75
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20005,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20006,0.25
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20007,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20008,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20009,0.25
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20010,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20011,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20012,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20013,0.75
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20014,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20015,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20016,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20017,0.25
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20018,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20019,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20020,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20021,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20022,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20023,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20024,0.25
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20025,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20026,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20027,0.75
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20028,0.5
RL-s13-b300-a1.00,RL-s14-b300-a1.00,20029,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20000,0.75
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20001,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20002,0.75
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20003,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20004,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20005,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20006,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20007,0.75
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20008,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20009,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20010,0.75
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20011,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20012,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20013,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20014,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20015,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20016,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20017,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20018,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20019,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20020,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20021,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20022,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20023,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20024,0.25
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20025,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20026,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20027,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20028,0.5
RL-s13-b300-a1.00,RL-s15-b300-a1.00,20029,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20000,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20001,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20002,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20003,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20004,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20005,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20006,0.25
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20007,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20008,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20009,0.25
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20010,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20011,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20012,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20013,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20014,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20015,0.25
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20016,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20017,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20018,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20019,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20020,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20021,0.75
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20022,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20023,0.25
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20024,0.25
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20025,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20026,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20027,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20028,0.5
RL-s13-b300-a1.00,RL-s16-b300-a1.00,20029,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20000,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20001,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20002,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20003,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20004,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20005,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20006,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20007,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20008,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20009,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20010,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20011,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20012,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20013,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20014,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20015,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20016,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20017,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20018,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20019,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20020,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20021,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20022,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20023,0.75
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20024,0.25
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20025,0.75
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20026,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20027,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20028,0.5
RL-s13-b300-a1.00,RL-s17-b300-a1.00,20029,0.25
